Family,Genus,Species,Latin_Name,Common_Name,Fig_stat,Status,Details,Sources
Thyropteridae,Thyroptera,wynneae,Thyroptera wynneae,Patricia's disk-winged bat,,Unknown,,
Vespertilionidae,Afronycteris,helios,Afronycteris helios,Samburu Serotine,,Unknown,,
Vespertilionidae,Arielulus,circumdatus,Arielulus circumdatus,Bronze Sprite,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Arielulus,cuprosus,Arielulus cuprosus,Coppery Sprite,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Arielulus,societatis,Arielulus societatis,Social Sprite,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Baeodon,alleni,Baeodon alleni,Allen's Yellow Bat,,Nonmigratory,"NM - Bisson, nm-Medellin",Bisson et al. 2009; Medellin 2003
Vespertilionidae,Baeodon,gracilis,Baeodon gracilis,Slender Yellow Bat,,Nonmigratory,"NM - Bisson, nm-Medellin",Bisson et al. 2009; Medellin 2003
Vespertilionidae,Barbastella,beijingensis,Barbastella beijingensis,Beijing Barbastelle,,Unknown,,
Vespertilionidae,Barbastella,caspica,Barbastella caspica,Caspian Barbastelle,,Unknown,,
Vespertilionidae,Barbastella,darjelingensis,Barbastella darjelingensis,Darjeeling Barbastelle,,Unknown,,
Vespertilionidae,Barbastella,leucomelas,Barbastella leucomelas,Eastern Barbastelle,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Barbastella,pacifica,Barbastella pacifica,Japanese Barbastelle,,Unknown,,
Vespertilionidae,Bauerus,dubiaquercus,Bauerus dubiaquercus,Van Gelder's Bat,,Nonmigratory,"NM - Bisson, nm-Medellin",Bisson et al. 2009; Medellin 2003
Vespertilionidae,Cassistrellus,dimissus,Cassistrellus dimissus,Surat Helmeted Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Cassistrellus,yokdonensis,Cassistrellus yokdonensis,Yokdon Helmeted Bat,,Unknown,,
Vespertilionidae,Chalinolobus,neocaledonicus,Chalinolobus neocaledonicus,New Caledonia Wattled Bat,,Unknown,,
Vespertilionidae,Chalinolobus,tuberculatus,Chalinolobus tuberculatus,Long-tailed Wattled Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Eptesicus,anatolicus,Eptesicus anatolicus,Anatolian Serotine,,Unknown,,
Vespertilionidae,Eptesicus,bottae,Eptesicus bottae,Botta's Serotine,,Nonmigratory,DD - Hutterer; NM-Bisson,Hutterer et al. 2005; Bisson et al 2009
Vespertilionidae,Eptesicus,floweri,Eptesicus floweri,Horn-skinned Serotine,,Nonmigratory,NM - Bisson,Bisson et al 2009
Vespertilionidae,Eptesicus,fuscus,Eptesicus fuscus,Big Brown Bat,,Migratory/Nonmigratory,"NM - Moussy et al 2013, sedentery - M&R2011, suggestion of altitudinal migration in M&B2013 (see sources within), NM-B&B2014, nm-W&M2022; NM-Bisson; mig-Medellin, mention of alt mig - Adams 2018",Moussy et al 2013; McGuire & Ratcliffe 2011; Burns & Broder 2014; Webber & McGuire 2022; Bisson et al 2009; Medellin 2003
Vespertilionidae,Eptesicus,gobiensis,Eptesicus gobiensis,Gobi Big Brown Bat,,Nonmigratory,NM - Bisson,Bisson et al 2009
Vespertilionidae,Eptesicus,hottentotus,Eptesicus hottentotus,Long-tailed Serotine,,Nonmigratory,NM - Bisson,Bisson et al 2009
Vespertilionidae,Eptesicus,isabellinus,Eptesicus isabellinus,Meridional Serotine,,Nonmigratory,putative NM - Moussy 2013; NM-B&B2014,Moussy et al 2013; Burns & Broder 2014
Vespertilionidae,Eptesicus,japonensis,Eptesicus japonensis,Japanese Short-tailed Bat,,Unknown,,
Vespertilionidae,Eptesicus,kobayashii,Eptesicus kobayashii,Kobayashi's Serotine,,Nonmigratory,NM - Bisson,Bisson et al 2009
Vespertilionidae,Eptesicus,ognevi,Eptesicus ognevi,Ognev's Serotine,,Unknown,,
Vespertilionidae,Eptesicus,pachyomus,Eptesicus pachyomus,Mouse-like Serotine,,Unknown,,
Vespertilionidae,Eptesicus,pachyotis,Eptesicus pachyotis,Thick-eared Bat,,Nonmigratory,NM - Bisson,Bisson et al 2009
Vespertilionidae,Eptesicus,platyops,Eptesicus platyops,Lagos Serotine,,Nonmigratory,NM - Bisson,Bisson et al 2009
Vespertilionidae,Eptesicus,tatei,Eptesicus tatei,Sombre Bat,,Nonmigratory,NM - Bisson,Bisson et al 2009
Vespertilionidae,Euderma,maculatum,Euderma maculatum,Spotted Bat,,Migratory/Nonmigratory,mig - Webber & McGuire2022; NM-Bisson; nm-Medellin,Webber & McGuire 2022; Bisson et al 2009; Medellin 2003
Vespertilionidae,Eudiscopus,denticulus,Eudiscopus denticulus,Disk-footed Bat,,Nonmigratory,NM - Bisson,Bisson et al 2009
Vespertilionidae,Falsistrellus,mackenziei,Falsistrellus mackenziei,Mackenzie's False Pipistrelle,,Unknown,,
Vespertilionidae,Glauconycteris,alboguttata,Glauconycteris alboguttata,Striped Butterfly Bat,,Nonmigratory,NM - Bisson,Bisson et al 2009
Vespertilionidae,Glauconycteris,atra,Glauconycteris atra,Black Butterfly Bat,,Unknown,,
Vespertilionidae,Glauconycteris,beatrix,Glauconycteris beatrix,Beatrix Butterfly Bat,,Nonmigratory,NM - Bisson,Bisson et al 2009
Vespertilionidae,Glauconycteris,curryae,Glauconycteris curryae,Curry's Butterfly Bat,,Unknown,,
Vespertilionidae,Glauconycteris,egeria,Glauconycteris egeria,Bibundi Butterfly Bat,,Nonmigratory,NM - Bisson,Bisson et al 2009
Vespertilionidae,Glauconycteris,gleni,Glauconycteris gleni,Glen's Butterfly Bat,,Nonmigratory,NM - Bisson,Bisson et al 2009
Vespertilionidae,Glauconycteris,humeralis,Glauconycteris humeralis,Spotted Butterfly Bat,,Unknown,,
Vespertilionidae,Glauconycteris,kenyacola,Glauconycteris kenyacola,Kenyacola Butterfly Bat,,Nonmigratory,NM - Bisson,Bisson et al 2009
Vespertilionidae,Glauconycteris,machadoi,Glauconycteris machadoi,Machado's Butterfly Bat,,Unknown,,
Vespertilionidae,Glauconycteris,poensis,Glauconycteris poensis,Abo Butterfly Bat,,Nonmigratory,NM - Bisson,Bisson et al 2009
Vespertilionidae,Glauconycteris,superba,Glauconycteris superba,Pied Butterfly Bat,,Nonmigratory,NM - Bisson,Bisson et al 2009
Vespertilionidae,Glauconycteris,variegata,Glauconycteris variegata,Variegated Butterfly Bat,,Nonmigratory,NM - Bisson,Bisson et al 2009
Vespertilionidae,Glischropus,aquilus,Glischropus aquilus,Dark Thick-thumbed bat,,Unknown,,
Vespertilionidae,Glischropus,bucephalus,Glischropus bucephalus,Indochinese Thick-thumbed Bat,,Unknown,,
Vespertilionidae,Glischropus,javanus,Glischropus javanus,Javan Thick-thumbed Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Glischropus,meghalayanus,Glischropus meghalayanus,Meghalaya Thick-thumbed bat,,Unknown,,
Vespertilionidae,Glischropus,tylopus,Glischropus tylopus,Common Thick-thumbed Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Harpiocephalus,harpia,Harpiocephalus harpia,Lesser Hairy-winged Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Harpiola,grisea,Harpiola grisea,Peters' Tube-nosed Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Harpiola,isodon,Harpiola isodon,Golden-haired Tube-nosed Bat,,Unknown,,
Vespertilionidae,Hesperoptenus,blanfordi,Hesperoptenus blanfordi,Blanford's Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Hesperoptenus,doriae,Hesperoptenus doriae,False Serotine Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Hesperoptenus,gaskelli,Hesperoptenus gaskelli,Gaskell's False Serotine,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Hesperoptenus,tickelli,Hesperoptenus tickelli,Tickell's Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Hesperoptenus,tomesi,Hesperoptenus tomesi,Large False Serotine,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Histiotus,alienus,Histiotus alienus,Strange Big-eared Brown Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Histiotus,cadenai,Histiotus cadenai,Cadena's Big-eared Brown Bat,,Unknown,,
Vespertilionidae,Histiotus,colombiae,Histiotus colombiae,Colombian Big-eared Brown Bat,,Unknown,,
Vespertilionidae,Histiotus,diaphanopterus,Histiotus diaphanopterus,Transparent-winged Big-eared Brown Bat,,Unknown,,
Vespertilionidae,Histiotus,humboldti,Histiotus humboldti,Humboldt's Big-eared Brown Bat,,Unknown,,
Vespertilionidae,Histiotus,laephotis,Histiotus laephotis,Thomas' Big-eared Brown Bat,,Unknown,,
Vespertilionidae,Histiotus,macrotus,Histiotus macrotus,Big-eared Brown Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Histiotus,magellanicus,Histiotus magellanicus,Southern Big-eared Brown Bat,,Unknown,,
Vespertilionidae,Histiotus,mochica,Histiotus mochica,Moche's Leaf-eared Bat,,Unknown,,
Vespertilionidae,Histiotus,velatus,Histiotus velatus,Tropical Big-eared Brown Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Hypsugo,affinis,Hypsugo affinis,Chocolate Pipistrelle,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Hypsugo,alaschanicus,Hypsugo alaschanicus,Alashanian Pipistrelle,,Unknown,,
Vespertilionidae,Hypsugo,arabicus,Hypsugo arabicus,Arabian Pipistrelle,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Hypsugo,ariel,Hypsugo ariel,Fairy Pipistrelle,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Hypsugo,cadornae,Hypsugo cadornae,Cadorna's Pipistrelle,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Hypsugo,dolichodon,Hypsugo dolichodon,Long-toothed Pipistrelle,,Unknown,,
Vespertilionidae,Hypsugo,imbricatus,Hypsugo imbricatus,Brown Pipistrelle,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Hypsugo,kitcheneri,Hypsugo kitcheneri,Red-brown Pipistrelle,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Hypsugo,lanzai,Hypsugo lanzai,Lanza&apos;s Pipistrelle,,Unknown,,
Vespertilionidae,Hypsugo,lophurus,Hypsugo lophurus,Burmese Pipistrelle,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Hypsugo,macrotis,Hypsugo macrotis,Big-eared Pipistrelle,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Hypsugo,mordax,Hypsugo mordax,Pungent Pipistrelle,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Hypsugo,musciculus,Hypsugo musciculus,Mouse-like Pipistrelle,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Hypsugo,petersi,Hypsugo petersi,Peters' Pipistrelle,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Hypsugo,pulveratus,Hypsugo pulveratus,Chinese Pipistrelle,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Hypsugo,stubbei,Hypsugo stubbei,Stubbe's Pipistrelle,,Unknown,,
Vespertilionidae,Hypsugo,vordermanni,Hypsugo vordermanni,Vordermann's Pipistrelle,,Unknown,,
Vespertilionidae,Ia,io,Ia io,Great Evening Bat,,Migratory/Nonmigratory,"NM - Bisson, Mig - M&R2011, nm-W&M2022","Bisson et al. 2009, McGuire & Ratcliffe 2011; Webber & McGuire 2022"
Vespertilionidae,Idionycteris,phyllotis,Idionycteris phyllotis,Allen's Big-eared Bat,,Nonmigratory,NM - Bisson; nm-Medellin,Bisson et al. 2009; Medellin 2003
Vespertilionidae,Kerivoula,africana,Kerivoula africana,Tanzanian Woolly Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Kerivoula,agnella,Kerivoula agnella,St. Aignan's Woolly Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Kerivoula,argentata,Kerivoula argentata,Damara Woolly Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Kerivoula,crypta,Kerivoula crypta,Cryptic Woolly Bat,,Unknown,,
Vespertilionidae,Kerivoula,cuprosa,Kerivoula cuprosa,Copper Woolly Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Kerivoula,depressa,Kerivoula depressa,Flat-headed Woolly Bat,,Unknown,,
Vespertilionidae,Kerivoula,dongduongana,Kerivoula dongduongana,Indochina Woolly Bat,,Unknown,,
Vespertilionidae,Kerivoula,eriophora,Kerivoula eriophora,Ethiopian Woolly Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Kerivoula,flora,Kerivoula flora,Flores Woolly Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Kerivoula,furva,Kerivoula furva,Dark Woolly Bat,,Unknown,,
Vespertilionidae,Kerivoula,intermedia,Kerivoula intermedia,Small Woolly Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Kerivoula,kachinensis,Kerivoula kachinensis,Kachin Woolly Bat,,Unknown,,
Vespertilionidae,Kerivoula,krauensis,Kerivoula krauensis,Krau Woolly Bat,,Unknown,,
Vespertilionidae,Kerivoula,lanosa,Kerivoula lanosa,Lesser Woolly Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Kerivoula,lenis,Kerivoula lenis,Lenis Woolly Bat,,Unknown,,
Vespertilionidae,Kerivoula,malpasi,Kerivoula malpasi,Sri Lankan  Woolly Bat,,Unknown,,
Vespertilionidae,Kerivoula,minuta,Kerivoula minuta,Least Woolly Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Kerivoula,muscina,Kerivoula muscina,Fly River Woolly Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Kerivoula,myrella,Kerivoula myrella,Bismarck's Woolly Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Kerivoula,pellucida,Kerivoula pellucida,Clear-winged Woolly Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Kerivoula,phalaena,Kerivoula phalaena,Spurrell's Woolly Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Kerivoula,picta,Kerivoula picta,Painted Woolly Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Kerivoula,pusilla,Kerivoula pusilla,Tiny Woolly Bat,,Unknown,,
Vespertilionidae,Kerivoula,smithii,Kerivoula smithii,Smith's Woolly Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Kerivoula,titania,Kerivoula titania,Titania's Woolly Bat,,Unknown,,
Vespertilionidae,Kerivoula,whiteheadi,Kerivoula whiteheadi,Whitehead's Woolly Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Laephotis,angolensis,Laephotis angolensis,Angolan Long-eared Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Laephotis,kirinyaga,Laephotis kirinyaga,East African Serotine,,Unknown,,
Vespertilionidae,Laephotis,malagasyensis,Laephotis malagasyensis,Isalo Serotine,,Unknown,,
Vespertilionidae,Laephotis,matroka,Laephotis matroka,Malagasy Serotine,,Unknown,,
Vespertilionidae,Laephotis,namibensis,Laephotis namibensis,Namibian Long-eared Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Laephotis,robertsi,Laephotis robertsi,Robert&apos;s Serotine,,Unknown,,
Vespertilionidae,Laephotis,stanleyi,Laephotis stanleyi,Stanley's Serotine,,Unknown,,
Vespertilionidae,Laephotis,wintoni,Laephotis wintoni,de Winton's Long-eared Bat,,Nonmigratory,NM - Bisson,Bisson et al 2009
Vespertilionidae,Lasiurus,arequipae,Lasiurus arequipae,Arequipa Cinnamon Bat,,Unknown,,
Vespertilionidae,Lasiurus,atratus,Lasiurus atratus,Handley's Red Bat,,Unknown,,
Vespertilionidae,Lasiurus,castaneus,Lasiurus castaneus,Tacarcunan Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Lasiurus,degelidus,Lasiurus degelidus,Jamaican Red Bat,,Unknown,,
Vespertilionidae,Lasiurus,ebenus,Lasiurus ebenus,Blackish Red Bat,,Unknown,,
Vespertilionidae,Lasiurus,egregius,Lasiurus egregius,Big Red Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Lasiurus,frantzii,Lasiurus frantzii,Desert Red Bat,,Potential Migrant/Potential Nonmigrant,"some sources in Rojas-Herrera suggest migratory, Rojas-Herrera suggests non-migratory (with some altitudinal migration)",Rojas-Herrera et al 2023
Vespertilionidae,Lasiurus,insularis,Lasiurus insularis,Cuban Yellow Bat,,Unknown,,
Vespertilionidae,Lasiurus,minor,Lasiurus minor,Minor Red Bat,,Unknown,,
Vespertilionidae,Lasiurus,pfeifferi,Lasiurus pfeifferi,Pfeiffer's Red Bat,,Unknown,,
Vespertilionidae,Lasiurus,semotus,Lasiurus semotus,Hawaiian Hoary Bat,,Potential Migrant,mention of altitudinal migration - Hsuing 2018 (cites Menard 2001 - has circumstantial evidence of at least partial migration),"Hsuing 2018, Menard 2001"
Vespertilionidae,Lasiurus,varius,Lasiurus varius,Cinnamon Red Bat,,Unknown,,
Vespertilionidae,Lasiurus,villosissimus,Lasiurus villosissimus,Hairy Hoary Bat,,Unknown,,
Vespertilionidae,Mirostrellus,joffrei,Mirostrellus joffrei,Joffre's Pipistrelle,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Murina,aenea,Murina aenea,Bronze Tube-nosed Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Murina,annamitica,Murina annamitica,Annamite Mountain Tube-nosed Bat,,Unknown,,
Vespertilionidae,Murina,aurata,Murina aurata,Little Tube-nosed Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Murina,balaensis,Murina balaensis,Bala Tube-nosed bat,,Unknown,,
Vespertilionidae,Murina,beelzebub,Murina beelzebub,Diabolic Tube-nosed Bat,,Unknown,,
Vespertilionidae,Murina,bicolor,Murina bicolor,Bicolored Tube-nosed Bat,,Potential Migrant,some suggestion of possible altitudinal migration - M&B2013,McGuire & Boyle 2013
Vespertilionidae,Murina,chrysochaetes,Murina chrysochaetes,Golden-haired Tube-nosed bat,,Unknown,,
Vespertilionidae,Murina,cyclotis,Murina cyclotis,Round-eared Tube-nosed Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Murina,eleryi,Murina eleryi,Elery&apos;s Tube-nosed Bat,,Unknown,,
Vespertilionidae,Murina,fanjingshanensis,Murina fanjingshanensis,Fanjingshan Tube-nosed Bat,,Unknown,,
Vespertilionidae,Murina,feae,Murina feae,Ashy Tube-nosed Bat,,Unknown,,
Vespertilionidae,Murina,fionae,Murina fionae,Fiona's Tube-nosed Bat,,Unknown,,
Vespertilionidae,Murina,florium,Murina florium,Flores Tube-nosed Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Murina,fusca,Murina fusca,Dusky Tube-nosed Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Murina,gracilis,Murina gracilis,Delicate Tube-nosed Bat,,Unknown,,
Vespertilionidae,Murina,guilleni,Murina guilleni,Guill&eacute;n's Tube-nosed Bat,,Unknown,,
Vespertilionidae,Murina,harpioloides,Murina harpioloides,Da Lat Tube-nosed Bat,,Unknown,,
Vespertilionidae,Murina,harrisoni,Murina harrisoni,Harrison&apos;s Tube-nosed Bat,,Unknown,,
Vespertilionidae,Murina,hilgendorfi,Murina hilgendorfi,Hilgendorf's Tube-nosed Bat,,Unknown,,
Vespertilionidae,Murina,hkakaboraziensis,Murina hkakaboraziensis,Hkakabo Razi Tube-nosed Bat,,Unknown,,
Vespertilionidae,Murina,huttonii,Murina huttonii,Hutton's Tube-nosed Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Murina,jaintiana,Murina jaintiana,Jaintia Tube-Nosed Bat,,Unknown,,
Vespertilionidae,Murina,jinchui,Murina jinchui,Jinchu's Tube-nosed Bat,,Unknown,,
Vespertilionidae,Murina,kontumensis,Murina kontumensis,Kon Tum Tube-nosed Bat,,Unknown,,
Vespertilionidae,Murina,leucogaster,Murina leucogaster,Greater Tube-nosed Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Murina,liboensis,Murina liboensis,Libo Tube-nosed Bat,,Unknown,,
Vespertilionidae,Murina,lorelieae,Murina lorelieae,Lorelie's Tube-nosed Bat,,Unknown,,
Vespertilionidae,Murina,peninsularis,Murina peninsularis,Peninsular Tube-nosed Bat,,Unknown,,
Vespertilionidae,Murina,pluvialis,Murina pluvialis,Rainforest Tube-Nosed Bat,,Unknown,,
Vespertilionidae,Murina,puta,Murina puta,Taiwanese Tube-nosed Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Murina,recondita,Murina recondita,Dun Tube-nosed Bat,,Unknown,,
Vespertilionidae,Murina,rozendaali,Murina rozendaali,Gilded Tube-nosed Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Murina,ryukyuana,Murina ryukyuana,Ryukyu Tube-nosed Bat,,Unknown,,
Vespertilionidae,Murina,shuipuensis,Murina shuipuensis,Shuipu Tube-nosed Bat,,Unknown,,
Vespertilionidae,Murina,suilla,Murina suilla,Brown Tube-nosed Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Murina,tenebrosa,Murina tenebrosa,Gloomy Tube-nosed Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Murina,tubinaris,Murina tubinaris,Scully's Tube-nosed Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Murina,ussuriensis,Murina ussuriensis,Ussurian Tube-nosed Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Murina,walstoni,Murina walstoni,Walston's Tube-nosed Bat,,Unknown,,
Vespertilionidae,Myotis,adversus,Myotis adversus,Large-footed Myotis,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Myotis,altarium,Myotis altarium,Szechwan Myotis,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Myotis,alticraniatus,Myotis alticraniatus,Indochinese Whiskered Myotis,,Unknown,,
Vespertilionidae,Myotis,ancricola,Myotis ancricola,Valley-dwelling Myotis,,Unknown,,
Vespertilionidae,Myotis,anjouanensis,Myotis anjouanensis,Anjouan Myotis,,Unknown,,
Vespertilionidae,Myotis,annatessae,Myotis annatessae,Anna Tess' Myotis,,Unknown,,
Vespertilionidae,Myotis,annectans,Myotis annectans,Hairy-faced Myotis,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Myotis,arescens,Myotis arescens,ValparaÃ­so Myotis,,Unknown,,
Vespertilionidae,Myotis,armiensis,Myotis armiensis,ArmiÃ©n's Myotis,,Unknown,,
Vespertilionidae,Myotis,atacamensis,Myotis atacamensis,Atacaman Myotis,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Myotis,ater,Myotis ater,Peters' Myotis,,Unknown,,
Vespertilionidae,Myotis,attenboroughi,Myotis attenboroughi,Sir David Attenborough's Myotis,,Unknown,,
Vespertilionidae,Myotis,auriculus,Myotis auriculus,Southwestern Myotis,,Migratory/Nonmigratory,"NM - Bisson, mig-Medellin",Bisson et al 2009; Medellin 2003
Vespertilionidae,Myotis,australis,Myotis australis,Australian Myotis,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Myotis,bakeri,Myotis bakeri,Baker's Myotis,,Unknown,,
Vespertilionidae,Myotis,barquezi,Myotis barquezi,Barquezâs Myotis,,Unknown,,
Vespertilionidae,Myotis,bartelsii,Myotis bartelsii,Bartel's Myotis,,Unknown,,
Vespertilionidae,Myotis,bombinus,Myotis bombinus,Far Eastern Myotis,,Nonmigratory,NM - Bisson,Bisson et al 2009
Vespertilionidae,Myotis,borneoensis,Myotis borneoensis,Bornean Whiskered Myotis,,Unknown,,
Vespertilionidae,Myotis,brandtii,Myotis brandtii,Brandt's Myotis,,Migratory,"SD - Bisson; RM - Hutterer, RM, M&B2013 - potential alt migrant; SD-B&B2014","Bisson et al. 2009, Hutterer et al. 2005, M&B2013"
Vespertilionidae,Myotis,bucharensis,Myotis bucharensis,Bokhara Myotis,,Unknown,,
Vespertilionidae,Myotis,carteri,Myotis carteri,Carter's Myotis,,Nonmigratory,nm-Medellin2003,Medellin 2003
Vespertilionidae,Myotis,caucensis,Myotis caucensis,Cauca River Myotis,,Unknown,,
Vespertilionidae,Myotis,chiloensis,Myotis chiloensis,Chilean Myotis,,Migratory/Nonmigratory,"mig - W&M2022, NM - Bisson",Webber & McGuire 2022; Bisson et al 2009
Vespertilionidae,Myotis,chinensis,Myotis chinensis,Large Myotis,,Migratory/Nonmigratory,"NM - Bisson, mig-W&M2022",Bisson et al. 2009; Webber & McGuire 2022
Vespertilionidae,Myotis,clydejonesi,Myotis clydejonesi,Clyde Jones' Myotis,,Unknown,,
Vespertilionidae,Myotis,cobanensis,Myotis cobanensis,Guatemalan Myotis,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Myotis,crypticus,Myotis crypticus,Hidden Myotis,,Unknown,,
Vespertilionidae,Myotis,davidii,Myotis davidii,David's Myotis,,Potential Nonmigrant,putative NM - Moussy 2013,Moussy et al 2013
Vespertilionidae,Myotis,dieteri,Myotis dieteri,Dieter&apos;s Myotis,,Unknown,,
Vespertilionidae,Myotis,diminutus,Myotis diminutus,Diminutive Myotis,,Unknown,,
Vespertilionidae,Myotis,dinellii,Myotis dinellii,Dinelli's Myotis,,Unknown,,
Vespertilionidae,Myotis,dominicensis,Myotis dominicensis,Dominican Myotis,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Myotis,evotis,Myotis evotis,Long-eared Myotis,,Migratory/Nonmigratory,"mention of potential altitudinal migration - M&B2013, nm-W&M2022, NM - Bisson; mig-Medellin, mention of alt mig - Adams 2018",McGuire & Boyle 2013; Webber & McGuire 2022; Bisson et al 2009; Medellin 2003
Vespertilionidae,Myotis,extremus,Myotis extremus,,,Unknown,,
Vespertilionidae,Myotis,federatus,Myotis federatus,Malayan Whiskered Myotis,,Unknown,,
Vespertilionidae,Myotis,fimbriatus,Myotis fimbriatus,Fringed Long-footed Myotis,,Unknown,,
Vespertilionidae,Myotis,findleyi,Myotis findleyi,Findley's Myotis,,Nonmigratory,"NM - Bisson, nm-Medellin",Bisson et al. 2009; Medellin 2003
Vespertilionidae,Myotis,formosus,Myotis formosus,Hodgson's Myotis,,Potential Migrant/Nonmigratory,mention of potential altitudinal migration - M&B2013; NM - Bisson,McGuire & Boyle 2013; Bisson et al 2009
