Latin Name,Common Name,Status,Fig_stat,Colors,Additional migration info,Source,Mig Status (based on Fleming & Eby 2003),sum_lon,sum_lat,win_lon,win_lat,distance (m),dist (km),bearing,D,I,rank.corr
Hypsugo savii,Savi's Pipistrelle,Migratory/Nonmigratory,Migratory,Migratory,"Not migratory in Italy-Ferri2011; batmonitoring.org mentions some suggestion of partial migration, DD- Hutterer, unknown - Fleming 2003; mig-W&M2022",Ferri et al. 2011; Hypsugo savii | UNEP/EUROBATS; https://batslife.eu/item/hypsugo-savii/;https://www.batmonitoring.org/en/species/hypsugo-savii/; Hutterer et al. 2005; Webber & McGuire 2022,Short-distance Migrant,19.52242783,42.0522275,13.99301244,45.31774613,574569.2214,574.5692214,127.2020905,0.467661379,0.517516813,0.492192268
Ia io,Great Evening Bat,Migratory/Nonmigratory,Migratory,Migratory,"NM - Bisson, Mig - M&R2011, nm-W&M2022","Bisson et al. 2009, McGuire & Ratcliffe 2011; Webber & McGuire 2022",,,,,,,,,,,
Myotis capaccinii,Long-fingered Myotis,Migratory/Nonmigratory,Migratory,Migratory,"RM in Europe; NM - Bisson, SD - Burns & Broder, RM - Hutterer et al. 2005, mig - Moussy, Fleming 2003 says unknown, nm-W&M2022","Papadatou et al 2008; Bisso et al 2009; Burns & Broder 2014; Hutterer et al. 2005, Moussy et al 2013; Webber & McGuire 2022",Short-distance Migrant,14.47684801,39.51955959,11.58084129,40.81621372,285611.9597,285.6119597,119.3289954,0.404288082,0.55420075,0.537163141
Myotis chinensis,Large Myotis,Migratory/Nonmigratory,Migratory,Migratory,"NM - Bisson, mig-W&M2022",Bisson et al. 2009; Webber & McGuire 2022,,,,,,,,,,,
Myotis daubentonii,Daubenton's Myotis,Migratory/Nonmigratory,Migratory,Migratory,"RM in Europe - Fleming 2003; SD - Bisson/Burns & Broder; resident - Ahlen 2009, RM - Hutterer et al. 2005; altitudinal mig. suggested in McGuire & Boyle 2013, mig - Moussy, mig-M&R2011","Fleming 2003; McGuire & Ratcliffe 2011; Bisson et al 2009; Burns & Broder 2014; Ahlen et al. 2009; Hutterer et al. 2005; McGuire & Boyle 2013, Moussy et al 2013",Long-distance Migrant,36.02286717,52.31085986,6.027300573,51.45613874,2052749.399,2052.749399,75.52109248,0.177883873,0.418893348,0.371563442
Myotis nattereri,Natterer's Myotis,Migratory/Nonmigratory,Migratory,Migratory,"NM in Europe - Fleming 2003, SD in Moussy 2013, NM - Bisson/Burns & Broder; sedentary - Hutterer, sedentery - M&R2011, nm-W&M2022","Fleming 2003; Moussy 2013; Rivers et al. 2005; Bisson et al 2009; https://animalia.bio/natterers-bat?property=76; Burns & Broder 2014; Hutterer et al. 2005; Mordue et al. 2021, McGuire & Ratcliffe 2011; Webber & McGuire 2022",Short-distance Migrant,21.05583648,51.58857686,7.478244714,49.99660712,972108.8662,972.1088662,74.29719615,0.393429419,0.601733967,0.571339746
Myotis thysanodes,Fringed Myotis,Migratory/Nonmigratory,Migratory,Migratory,Potential altitudinal mig - McGuire/Boyle; NM - Bisson; mig-W&M2022,McGuire & Boyle 2013; Bisson et al 2009; Webber & McGuire 2022,Short-distance Migrant,-111.1414821,38.19067564,-107.0630921,34.15698404,578615.6643,578.6156643,-38.15633829,0.508932599,0.608824674,0.496861681
Myotis volans,Long-legged Myotis,Migratory/Nonmigratory,Migratory,Migratory,Potential altitudinal mig - McGuire/Boyle; NM - Bisson; mig-W&M2022,McGuire & Boyle 2013; Bisson et al 2009; Webber & McGuire 2022,Short-distance Migrant,-111.6863522,41.15991359,-115.0209695,41.84402871,288578.643,288.578643,104.1550355,0.42378415,0.581870451,0.466797514
Myotis yumanensis,Yuma Myotis,Migratory/Nonmigratory,Migratory,Migratory,"Potential altitudinal mig - McGuire/Boyle; NM - Bisson, mig-W&M2022",McGuire & Boyle 2013; Bisson et al 2009; https://animalia.bio/yuma-myotis; Webber & McGuire 2022,Short-distance Migrant,-109.5593206,42.40023336,-109.9269225,36.36601566,670683.1559,670.6831559,2.591107756,0.490362919,0.649230513,0.264546223
Nyctalus lasiopterus,Giant Noctule,Migratory/Nonmigratory,Migratory,Migratory,"NM - Bisson; batmonitoring.org considers them migratory, DD - Hutterer et al. 2005, LD - Fleming 2003; mig-W&M2022",Fleming 2003; Bisson et al 2009; https://animalia.bio/greater-noctule-bat; https://www.batmonitoring.org/en/species/nyctalus-lasiopterus/; Hutterer et al. 2005; Webber & McGuire 2022,Short-distance Migrant,15.87400597,45.14371774,5.936128664,46.14341759,782143.3419,782.1433419,94.58380505,0.423587716,0.458143873,0.380828217
Nycticeius humeralis,Evening Bat,Migratory/Nonmigratory,Migratory,Migratory,"NM - Bisson, Mig - Watson suggests that fat deposition and tagging/tracking suggests migration; mig-W&M2022",Bisson et al. 2009; https://animalia.bio/evening-bat?property=76; Watson 1972; Webber & McGuire 2022,Short-distance Migrant,-91.48647138,34.71876258,-91.29458356,31.25725035,384315.3101,384.3153101,-2.622946705,0.326083587,0.552834474,0.496454116
Pipistrellus nathusii,Nathusius' Pipistrelle,Migratory/Nonmigratory,Migratory,Migratory,"LD - Bisson/PM in Europe; altitudinal mig. suggested in McGuire & Boyle 2013, up to 1800km movements mentioned in Hutson 2001; mig - Ahlen2009; Vasenkov2022 recorded 2486km migration; Sachanowicz2018 mentions some sedentary pops; mig-W&M2022","Fleming 2019/2003; Bisson et al 2009; Ahlen et al. 2009; Hutterer et al. 2005; McGuire & Boyle 2013, Hutson 2001; Kruger et al 2014 - diet during migration; Vasenkov et al 2022; Voigt et al 2012; Jarzembowski et al 2004 - pop gen study; Sachanowicz et al 2018; Blomberg et al 2021; Webber & McGuire 2022",Short-distance Migrant,22.3258022,52.21908197,9.477399992,49.06943979,972359.0968,972.3590968,64.02244554,0.440532339,0.577967188,0.436512824
Scotophilus nigrita,Giant House Bat,Migratory/Nonmigratory,Migratory,Migratory,"PM? - O'Shea & Vaughan; NM - Bisson, mig - M&R2011",McGuire & Ratcliffe 2011; O'Shea & Vaughan 1980; Bisson et al 2009,Nonmigratory,20.4017506,2.091206445,20.11018265,1.482069915,74760.98662,74.76098662,25.71322581,0.738417174,0.847787052,-0.072497054
Rousettus aegyptiacus,Egyptian Rousette,Migratory/Nonmigratory,Migratory,Migratory,"NM, Perdekraal report says lit suggests they may migrate 50-500km, purported NM with documented NM habits - Ossa 2012(also cites Kwiecinski & Griffiths 1999); nm-Burland & Wilmer 2001; mig-W&M2022","Perdkraal report (Monadjem et al 2010), https://animalia.bio/egyptian-fruit-bat, MacEwan 2011 report mentions potential migration over ridges, Ossa et al 2012; Burland & Wilmer 2001; Webber & McGuire 2022",Short-distance Migrant,25.88040174,1.520734809,25.79288106,6.709061759,573811.2918,573.8112918,179.0261454,0.335424651,0.517085772,0.331764117
Taphozous mauritianus,Mauritian Tomb Bat,Migratory/Nonmigratory,Nonmigratory,Nonmigratory,"Mig - M&R2011, PM? - O'Shea & Vaughan, animalia.bio says nonmigratory but provides no evidence; Dunlop 1998 says nonmigratory, mig-W&M2022",McGuire & Ratcliffe 2011; O'Shea & Vaughan 1980; Dunlop 1998; https://animalia.bio/mauritian-tomb-bat; Webber & McGuire 2022,Short-distance Migrant,25.11670607,-1.223467511,23.15847063,-4.90162074,461293.2061,461.2932061,28.21474159,0.364413071,0.566876608,0.370795141
Macronycteris gigas,Giant Leaf-nosed Bat,Migratory/Nonmigratory,Nonmigratory,Nonmigratory,"NM - Moussy et al 2013, Rakotoarivelo et al 2019 mentions local seasonal migrations (see the papers they cite too)",Moussy et al 2013; Rakotoarivelo et al 2019 (also look at papers they cite),,,,,,,,,,,
Tadarida brasiliensis,Brazilian Free-tailed Bat,Migratory/Nonmigratory,Nonmigratory,Nonmigratory,"LD/PM in NA; altitudinal mig. suggested in McGuire & Boyle 2013, Moussy has some subspecies as migratory, others as NM; LD-B&B2014;  partial migrant - Cockrum 1969, mig-W&M2022, mig-Burland & Wilmer 2001; model mig routes - Weiderholt2013; mig-Medellin; mig-Cockrum 1969","Fleming 2019; Burns & Broder 2014; McGuire & Boyle 2013, Moussy et al 2013; Cockrum 1969; Krauel et al 2018; Webber & McGuire 2022; Burland & Wilmer 2001; Wiederholt 2013; Medellin 2003; Cockrum 1969",Long-distance Migrant,-101.9261565,32.98266342,-86.19070641,12.06312918,2818023.359,2818.023359,-32.18154383,0.506376421,0.555459183,0.428197672
Nycteris thebaica,Egyptian Slit-faced Bat,Migratory/Nonmigratory,Nonmigratory,Nonmigratory,"NM - M&R2011, others mention potential migration; mig-W&M2022","McGuire & Ratcliffe 2011; https://animalia.bio/egyptian-slit-faced-bat?property=76 (says migratory but provides no evidence of it), Monadjem et al. 2009 & Monadjem 2006 mentions possible migration but provides no evidence; Webber & McGuire 2022",Short-distance Migrant,26.31838094,-0.291687316,23.97088494,0.87881938,291610.5072,291.6105072,116.3390471,0.707378815,0.81647156,0.623688782
Artibeus jamaicensis,Jamaican Fruit-eating Bat,Migratory/Nonmigratory,Nonmigratory,Nonmigratory,NM - Moussy et al 2013; mig-W&M2022,Moussy 2013; https://animalia.bio/jamaican-fruit-bat; Webber & McGuire 2022,Long-distance Migrant,-75.69917185,10.46306962,-67.89275841,2.370472419,1243165.411,1243.165411,-43.60856951,0.549430288,0.599447447,0.4171038
Desmodus rotundus,Common Vampire Bat,Migratory/Nonmigratory,Nonmigratory,Nonmigratory,"NM - M&R2011, NM-B&B2014; mig-W&M2022",Moussy 2013; McGuire & Ratcliffe 2011; Burns & Broder 2014; https://animalia.bio/common-vampire-bat; Webber & McGuire 2022,Long-distance Migrant,-71.22526877,6.66304054,-65.27994903,-3.818938688,1334164.064,1334.164064,-29.70106922,0.674661821,0.701971528,0.50745149
Rhinolophus hipposideros,Lesser Horseshoe Bat,Migratory/Nonmigratory,Nonmigratory,Nonmigratory,"NM in Europe - Fleming 2003, NM - McGuire & Ratcliffe; altitudinal mig. suggested in McGuire & Boyle 2013, Aellen 1983 mentions sedentery, Hutterer mentions NM; mig-W&M2022",Fleming 2003; https://animalia.bio/lesser-horseshoe-bat; McGuire & Ratcliffe 2011; https://www.batmonitoring.org/en/species/rhinolophus-hipposideros/; Hutterer et al. 2005; McGuire & Boyle 2013; Webber & McGuire 2022,Long-distance Migrant,21.48261542,48.05263052,6.172207937,47.32505794,1150334.826,1150.334826,80.32165865,0.339216065,0.572076858,0.449762014
Antrozous pallidus,Pallid Bat,Migratory/Nonmigratory,Nonmigratory,Nonmigratory,"NM in NA - Fleming, SD - Bisson 2009, Moussy et al. 2013 says putative migratory; Lack et al. 2010 & cited sources mention migration; W&M2022 - mig",Fleming 2019; Bisson et al 2009; https://animalia.bio/pallid-bat; Moussy et al. 2013; Lack et al. 2010; Webber & McGuire 2022,Short-distance Migrant,-109.0335902,36.10126986,-103.3891227,36.24843176,507990.7689,507.9907689,-90.17363066,0.543688226,0.721525316,0.532082941
Barbastella barbastellus,Western Barbastelle,Migratory/Nonmigratory,Nonmigratory,Nonmigratory,"RM in Europe - Fleming 2003, NM - Bisson 2009, RM - Hutterer 2005/McGuire & Ratcliffe; mig - W&M2022",Fleming 2003; McGuire & Ratcliffe 2011; Bisson et al 2009; https://animalia.bio/western-barbastelle?property=76; Hutterer et al. 2005; Webber & McGuire 2022,Short-distance Migrant,19.38479966,50.09866457,10.15209924,49.0967896,676233.1603,676.2331603,77.02352889,0.505301039,0.668779151,0.575451503
Eptesicus nilssonii,Northern Bat,Migratory/Nonmigratory,Nonmigratory,Nonmigratory,"NM in Europe - Fleming 2003, NM - Bisson, resident - Ahlen 2009, Hutterer et al. 2005 mentions that they are regional migrants (provides distances and evidence), potential altitudinal mig - McGuire & Boyle 2013",Fleming 2003; Bisson et al 2009; Ahlen et al. 2009; M&B2013,Short-distance Migrant,30.63402,57.57703741,20.98859927,54.29072311,704234.0792,704.2340792,54.80731027,0.629700955,0.710634885,0.662927345
Hypsugo savii,Savi's Pipistrelle,Migratory/Nonmigratory,Nonmigratory,Nonmigratory,"Not migratory in Italy-Ferri2011; batmonitoring.org mentions some suggestion of partial migration, DD- Hutterer, unknown - Fleming 2003; mig-W&M2022",Ferri et al. 2011; Hypsugo savii | UNEP/EUROBATS; https://batslife.eu/item/hypsugo-savii/;https://www.batmonitoring.org/en/species/hypsugo-savii/; Hutterer et al. 2005; Webber & McGuire 2022,Short-distance Migrant,19.52242783,42.0522275,13.99301244,45.31774613,574569.2214,574.5692214,127.2020905,0.467661379,0.517516813,0.492192268
Ia io,Great Evening Bat,Migratory/Nonmigratory,Nonmigratory,Nonmigratory,"NM - Bisson, Mig - M&R2011, nm-W&M2022","Bisson et al. 2009, McGuire & Ratcliffe 2011; Webber & McGuire 2022",,,,,,,,,,,
Myotis capaccinii,Long-fingered Myotis,Migratory/Nonmigratory,Nonmigratory,Nonmigratory,"RM in Europe; NM - Bisson, SD - Burns & Broder, RM - Hutterer et al. 2005, mig - Moussy, Fleming 2003 says unknown, nm-W&M2022","Papadatou et al 2008; Bisso et al 2009; Burns & Broder 2014; Hutterer et al. 2005, Moussy et al 2013; Webber & McGuire 2022",Short-distance Migrant,14.47684801,39.51955959,11.58084129,40.81621372,285611.9597,285.6119597,119.3289954,0.404288082,0.55420075,0.537163141
Myotis chinensis,Large Myotis,Migratory/Nonmigratory,Nonmigratory,Nonmigratory,"NM - Bisson, mig-W&M2022",Bisson et al. 2009; Webber & McGuire 2022,,,,,,,,,,,
Myotis daubentonii,Daubenton's Myotis,Migratory/Nonmigratory,Nonmigratory,Nonmigratory,"RM in Europe - Fleming 2003; SD - Bisson/Burns & Broder; resident - Ahlen 2009, RM - Hutterer et al. 2005; altitudinal mig. suggested in McGuire & Boyle 2013, mig - Moussy, mig-M&R2011","Fleming 2003; McGuire & Ratcliffe 2011; Bisson et al 2009; Burns & Broder 2014; Ahlen et al. 2009; Hutterer et al. 2005; McGuire & Boyle 2013, Moussy et al 2013",Long-distance Migrant,36.02286717,52.31085986,6.027300573,51.45613874,2052749.399,2052.749399,75.52109248,0.177883873,0.418893348,0.371563442
Myotis nattereri,Natterer's Myotis,Migratory/Nonmigratory,Nonmigratory,Nonmigratory,"NM in Europe - Fleming 2003, SD in Moussy 2013, NM - Bisson/Burns & Broder; sedentary - Hutterer, sedentery - M&R2011, nm-W&M2022","Fleming 2003; Moussy 2013; Rivers et al. 2005; Bisson et al 2009; https://animalia.bio/natterers-bat?property=76; Burns & Broder 2014; Hutterer et al. 2005; Mordue et al. 2021, McGuire & Ratcliffe 2011; Webber & McGuire 2022",Short-distance Migrant,21.05583648,51.58857686,7.478244714,49.99660712,972108.8662,972.1088662,74.29719615,0.393429419,0.601733967,0.571339746
Myotis thysanodes,Fringed Myotis,Migratory/Nonmigratory,Nonmigratory,Nonmigratory,Potential altitudinal mig - McGuire/Boyle; NM - Bisson; mig-W&M2022,McGuire & Boyle 2013; Bisson et al 2009; Webber & McGuire 2022,Short-distance Migrant,-111.1414821,38.19067564,-107.0630921,34.15698404,578615.6643,578.6156643,-38.15633829,0.508932599,0.608824674,0.496861681
Myotis volans,Long-legged Myotis,Migratory/Nonmigratory,Nonmigratory,Nonmigratory,Potential altitudinal mig - McGuire/Boyle; NM - Bisson; mig-W&M2022,McGuire & Boyle 2013; Bisson et al 2009; Webber & McGuire 2022,Short-distance Migrant,-111.6863522,41.15991359,-115.0209695,41.84402871,288578.643,288.578643,104.1550355,0.42378415,0.581870451,0.466797514
Myotis yumanensis,Yuma Myotis,Migratory/Nonmigratory,Nonmigratory,Nonmigratory,"Potential altitudinal mig - McGuire/Boyle; NM - Bisson, mig-W&M2022",McGuire & Boyle 2013; Bisson et al 2009; https://animalia.bio/yuma-myotis; Webber & McGuire 2022,Short-distance Migrant,-109.5593206,42.40023336,-109.9269225,36.36601566,670683.1559,670.6831559,2.591107756,0.490362919,0.649230513,0.264546223
Nyctalus lasiopterus,Giant Noctule,Migratory/Nonmigratory,Nonmigratory,Nonmigratory,"NM - Bisson; batmonitoring.org considers them migratory, DD - Hutterer et al. 2005, LD - Fleming 2003; mig-W&M2022",Fleming 2003; Bisson et al 2009; https://animalia.bio/greater-noctule-bat; https://www.batmonitoring.org/en/species/nyctalus-lasiopterus/; Hutterer et al. 2005; Webber & McGuire 2022,Short-distance Migrant,15.87400597,45.14371774,5.936128664,46.14341759,782143.3419,782.1433419,94.58380505,0.423587716,0.458143873,0.380828217
Nycticeius humeralis,Evening Bat,Migratory/Nonmigratory,Nonmigratory,Nonmigratory,"NM - Bisson, Mig - Watson suggests that fat deposition and tagging/tracking suggests migration; mig-W&M2022",Bisson et al. 2009; https://animalia.bio/evening-bat?property=76; Watson 1972; Webber & McGuire 2022,Short-distance Migrant,-91.48647138,34.71876258,-91.29458356,31.25725035,384315.3101,384.3153101,-2.622946705,0.326083587,0.552834474,0.496454116
Pipistrellus nathusii,Nathusius' Pipistrelle,Migratory/Nonmigratory,Nonmigratory,Nonmigratory,"LD - Bisson/PM in Europe; altitudinal mig. suggested in McGuire & Boyle 2013, up to 1800km movements mentioned in Hutson 2001; mig - Ahlen2009; Vasenkov2022 recorded 2486km migration; Sachanowicz2018 mentions some sedentary pops; mig-W&M2022","Fleming 2019/2003; Bisson et al 2009; Ahlen et al. 2009; Hutterer et al. 2005; McGuire & Boyle 2013, Hutson 2001; Kruger et al 2014 - diet during migration; Vasenkov et al 2022; Voigt et al 2012; Jarzembowski et al 2004 - pop gen study; Sachanowicz et al 2018; Blomberg et al 2021; Webber & McGuire 2022",Short-distance Migrant,22.3258022,52.21908197,9.477399992,49.06943979,972359.0968,972.3590968,64.02244554,0.440532339,0.577967188,0.436512824
Scotophilus nigrita,Giant House Bat,Migratory/Nonmigratory,Nonmigratory,Nonmigratory,"PM? - O'Shea & Vaughan; NM - Bisson, mig - M&R2011",McGuire & Ratcliffe 2011; O'Shea & Vaughan 1980; Bisson et al 2009,Nonmigratory,20.4017506,2.091206445,20.11018265,1.482069915,74760.98662,74.76098662,25.71322581,0.738417174,0.847787052,-0.072497054
Rousettus aegyptiacus,Egyptian Rousette,Migratory/Nonmigratory,Nonmigratory,Nonmigratory,"NM, Perdekraal report says lit suggests they may migrate 50-500km, purported NM with documented NM habits - Ossa 2012(also cites Kwiecinski & Griffiths 1999); nm-Burland & Wilmer 2001; mig-W&M2022","Perdkraal report (Monadjem et al 2010), https://animalia.bio/egyptian-fruit-bat, MacEwan 2011 report mentions potential migration over ridges, Ossa et al 2012; Burland & Wilmer 2001; Webber & McGuire 2022",Short-distance Migrant,25.88040174,1.520734809,25.79288106,6.709061759,573811.2918,573.8112918,179.0261454,0.335424651,0.517085772,0.331764117
Epomophorus wahlbergi,Wahlberg&apos;s Epauletted Fruit Bat,Migratory/Potential Nonmigrant,Migratory,Migratory,"mig - McGuire & Ratcliffe, partial migrant? - O'Shea & Vaughan; altitudinal migration suggested by McGuire & Boyle 2013; purported NM - Ossa et al 2012 (cites Acharya 1992 - SD movements of few km)",McGuire & Ratcliffe 2011; O'Shea & Vaughan 1980; https://animalia.bio/wahlbergs-epauletted-fruit-bat; Ossa et al 2012,Short-distance Migrant,30.15570294,-7.913978358,27.46696937,-13.61800172,696053.89,696.05389,25.25410372,0.293460287,0.464052385,0.265554986
Lasiurus ega,Southern Yellow Bat,Migratory/Potential Nonmigrant,Migratory,Migratory,LD - Bisson; check out sources in Rojas-Herrera2023,Bisson et al. 2009; Rojas-Herrera et al 2023; https://animalia.bio/southern-yellow-bat?property=76,Short-distance Migrant,-70.9668379,2.565712418,-70.36859135,0.364971047,252288.6641,252.2886641,-15.29393955,0.302830048,0.537981447,0.275281258
Epomophorus wahlbergi,Wahlberg&apos;s Epauletted Fruit Bat,Migratory/Potential Nonmigrant,Potential Nonmigrant,Nonmigratory,"mig - McGuire & Ratcliffe, partial migrant? - O'Shea & Vaughan; altitudinal migration suggested by McGuire & Boyle 2013; purported NM - Ossa et al 2012 (cites Acharya 1992 - SD movements of few km)",McGuire & Ratcliffe 2011; O'Shea & Vaughan 1980; https://animalia.bio/wahlbergs-epauletted-fruit-bat; Ossa et al 2012,Short-distance Migrant,30.15570294,-7.913978358,27.46696937,-13.61800172,696053.89,696.05389,25.25410372,0.293460287,0.464052385,0.265554986
