Latin Name,Common Name,Status,Fig_stat,Mig_or_NM,Combo,Choices,Additional migration info,Source,,Mig Status (based on Fleming & Eby 2003),percent overlap ,sum_lon,sum_lat,win_lon,win_lat,distance (m),dist (km),bearing,D,I,rank.corr
Murina huttonii,Hutton's Tube-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Murina jaintiana,Jaintia Tube-Nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Murina jinchui,Jinchu's Tube-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Murina kontumensis,Kon Tum Tube-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Murina leucogaster,Greater Tube-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Murina liboensis,Libo Tube-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Murina lorelieae,Lorelie's Tube-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Murina peninsularis,Peninsular Tube-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Murina pluvialis,Rainforest Tube-Nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Murina puta,Taiwanese Tube-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Murina recondita,Dun Tube-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Murina rozendaali,Gilded Tube-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Murina ryukyuana,Ryukyu Tube-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Murina shuipuensis,Shuipu Tube-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Murina suilla,Brown Tube-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Murina tenebrosa,Gloomy Tube-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Murina tubinaris,Scully's Tube-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Murina ussuriensis,Ussurian Tube-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Murina walstoni,Walston's Tube-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis adversus,Large-footed Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis albescens,Silver-tipped Myotis,Nonmigratory,Nonmigratory,2,,,NM,Bisson et al. 2009,,Short-distance Migrant,60.8263545,-61.78031556,-9.852334157,-60.8956427,-8.390230824,188697.1746,188.6971746,-149.0486668,0.722140143,0.829402107,0.422007877
Myotis alcathoe,Alcathoe Myotis,Nonmigratory,Nonmigratory,2,,,"NM - B&B2014, considered sedentary",Burns & Broders2014; https://www.batmonitoring.org/en/species/myotis-alcathoe/,,Short-distance Migrant,8.157176496,12.10023851,49.25762978,2.36175908,47.18337929,758861.7178,758.8617178,68.72658193,0.128936537,0.358881325,0.234628691
Myotis altarium,Szechwan Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis alticraniatus,Indochinese Whiskered Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis ancricola,Valley-dwelling Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis anjouanensis,Anjouan Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis annatessae,Anna Tess' Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis annectans,Hairy-faced Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis arescens,ValparaÃ­so Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis armiensis,ArmiÃ©n's Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis atacamensis,Atacaman Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis ater,Peters' Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis attenboroughi,Sir David Attenborough's Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis auriculus,Southwestern Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis australis,Australian Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis austroriparius,Southeastern Myotis,Nonmigratory,Nonmigratory,2,,,"NM-bisson, nm-W&M2022",Bisson et al. 2009; Webber & McGuire 2022,,Short-distance Migrant,22.46112213,-87.21937451,32.85212941,-85.69704318,34.79438249,257426.0236,257.4260236,-146.3817783,0.536155445,0.720028071,0.618051495
Myotis bakeri,Baker's Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis barquezi,Barquezâs Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis bartelsii,Bartel's Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis bechsteinii,Bechstein's Myotis,Nonmigratory,Nonmigratory,2,,,NM in Europe - Fleming 2003; NM - Hutterer; NM-B&B2014,Fleming 2003; McGuire & Ratcliffe 2011; Burns & Broder 2014; Hutterer et al. 2005,,Short-distance Migrant,19.52811679,11.98485422,48.43585386,3.815021426,49.34381968,607252.8483,607.2528483,96.47031238,0.374950167,0.606910287,0.457237277
Myotis blythii,Lesser Mouse-eared Myotis,Migratory,Migratory,1,,,"RM in Europe - Hutterer, SD - Bisson; mig-W&M2022",Fleming 2003; Bisson et al 2009; Hutterer et al. 2005; https://www.batmonitoring.org/en/species/myotis-blythii/; Moussy et al 2013; Webber & McGuire 2022,,Short-distance Migrant,2.695879882,17.76811664,41.55943698,9.738934923,45.33632155,773044.2624,773.0442624,120.0355047,0.298949259,0.412721601,0.372056045
Myotis bocagii,Rufous Myotis,Nonmigratory,Nonmigratory,2,,,NM,Bisson et al. 2009,,Short-distance Migrant,27.14760414,21.78963323,-1.247500029,19.53201972,0.397406424,310216.3095,310.2163095,125.8989379,0.282491876,0.525139359,0.081924015
Myotis bombinus,Far Eastern Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis borneoensis,Bornean Whiskered Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis brandtii,Brandt's Myotis,Migratory,Migratory,1,,,"SD - Bisson; RM - Hutterer, RM, M&B2013 - potential alt migrant; SD-B&B2014","Bisson et al. 2009, Hutterer et al. 2005, M&B2013",,,,,,,,,,,,,
Myotis bucharensis,Bokhara Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis californicus,Californian Myotis,Potential Migrant/Nonmigratory,Nonmigratory,FALSE,,,"Potential altitudinal mig - McGuire/Boyle; NM - Bisson, nm-W&M2022",McGuire & Boyle 2013; Bisson et al 2009; Webber & McGuire 2022,,Short-distance Migrant,26.14139339,-109.7598304,38.64130654,-107.7403507,34.84507454,458227.834,458.227834,-22.57838257,0.652642028,0.693088726,0.547130575
Myotis capaccinii,Long-fingered Myotis,Migratory/Nonmigratory,Migratory,FALSE,,,"RM in Europe; NM - Bisson, SD - Burns & Broder, RM - Hutterer et al. 2005, mig - Moussy, Fleming 2003 says unknown, nm-W&M2022","Papadatou et al 2008; Bisso et al 2009; Burns & Broder 2014; Hutterer et al. 2005, Moussy et al 2013; Webber & McGuire 2022",,Short-distance Migrant,2.091617774,14.47684801,39.51955959,11.58084129,40.81621372,285611.9597,285.6119597,119.3289954,0.404288082,0.55420075,0.537163141
Myotis carteri,Carter's Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis caucensis,Cauca River Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis chiloensis,Chilean Myotis,Migratory,Migratory,1,,,mig - W&M2022,Webber & McGuire 2022,,,,,,,,,,,,,
Myotis chinensis,Large Myotis,Migratory/Nonmigratory,Migratory,FALSE,,,"NM - Bisson, mig-W&M2022",Bisson et al. 2009; Webber & McGuire 2022,,,,,,,,,,,,,
Myotis ciliolabrum,Western Small-footed Myotis,Potential Migrant/Nonmigratory,Nonmigratory,FALSE,,,"Suggest altitudinal migration - McGuire & Boyle 2013, NM - Burns & Broder, nm-W&M2022",McGuire & Boyle 2013; Burns & Broder 2014; Webber & McGuire 2022,,Short-distance Migrant,22.4452119,-110.214128,40.28305126,-110.1751809,37.35640808,324910.3932,324.9103932,-0.584324956,0.62310717,0.641475907,0.462260503
Myotis clydejonesi,Clyde Jones' Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis cobanensis,Guatemalan Myotis,Nonmigratory,Nonmigratory,2,,,NM - Bisson,Bisson et al. 2009,,,,,,,,,,,,,
Myotis crypticus,Hidden Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis dasycneme,Pond Myotis,Migratory,Migratory,1,,,"RM in Europe - Hutterer; SD - Bisson, RM - Fleming 2003, migrant - Ahlen2009, mig-W&M2022",Fleming 2003; McGuire & Ratcliffe 2011; Bisson et al 2009; Ahlen et al. 2009; Hutterer et al. 2005; Haarsma et al. 2019; Webber & McGuire 2022,,Long-distance Migrant,7.691056911,32.49918217,53.90443053,9.073354325,51.7249389,1590463.977,1590.463977,72.00988971,0.188067711,0.432513562,0.345321989
Myotis daubentonii,Daubenton's Myotis,Migratory/Nonmigratory,Migratory,FALSE,,,"RM in Europe - Fleming 2003; SD - Bisson/Burns & Broder; resident - Ahlen 2009, RM - Hutterer et al. 2005; altitudinal mig. suggested in McGuire & Boyle 2013, mig - Moussy, mig-M&R2011","Fleming 2003; McGuire & Ratcliffe 2011; Bisson et al 2009; Burns & Broder 2014; Ahlen et al. 2009; Hutterer et al. 2005; McGuire & Boyle 2013, Moussy et al 2013",,Long-distance Migrant,3.127235057,36.02286717,52.31085986,6.027300573,51.45613874,2052749.399,2052.749399,75.52109248,0.177883873,0.418893348,0.371563442
Myotis davidii,David's Myotis,Potential Nonmigrant,Nonmigratory,4,,,putative NM - Moussy 2013,Moussy et al 2013,,,,,,,,,,,,,
Myotis dieteri,Dieter&apos;s Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis diminutus,Diminutive Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis dinellii,Dinelli's Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis dominicensis,Dominican Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis elegans,Elegant Myotis,Nonmigratory,Nonmigratory,2,,,NM,Bisson et al. 2009,,Short-distance Migrant,12.44255075,-88.52142581,14.91864964,-89.33373127,17.51187091,299820.7348,299.8207348,163.0465302,0.289945273,0.47639253,0.31514318
Myotis emarginatus,Geoffroy's Myotis,Potential Migrant/Nonmigratory,Nonmigratory,FALSE,,,"NM in Europe - Fleming 2003; altitudinal mig. suggested in McGuire & Boyle 2013, NM - Hutterer, nm-W&M2022",Fleming 2003; Hutterer et al. 2005; https://www.batmonitoring.org/en/species/myotis-emarginatus/; McGuire & Boyle 2013; Webber & McGuire 2022,,Short-distance Migrant,4.198779039,15.55584836,46.2231243,3.916105204,47.77802488,901062.1362,901.0621362,96.74764128,0.326966515,0.532899909,0.493166034
Myotis escalerai,Escalera's Myotis,Nonmigratory,Nonmigratory,2,,,Considered sedentary,"https://www.batmonitoring.org/en/species/myotis-escalerai/; see Machado et al. 2017, ",,Nonmigratory,6.609939174,-1.193756015,41.23325714,-2.01498087,41.55990355,77670.37966,77.67037966,117.5724138,0.290222234,0.460019177,0.367379206
Myotis evotis,Long-eared Myotis,Potential Migrant/Nonmigratory,Nonmigratory,FALSE,,,"mention of potential altitudinal migration - M&B2013, nm-W&M2022",McGuire & Boyle 2013; Webber & McGuire 2022,,,,,,,,,,,,,
Myotis federatus,Malayan Whiskered Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis fimbriatus,Fringed Long-footed Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis findleyi,Findley's Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis formosus,Hodgson's Myotis,Potential Migrant,Migratory,3,,,mention of potential altitudinal migration - M&B2013,McGuire & Boyle 2013,,,,,,,,,,,,,
Myotis fortidens,Cinnamon Myotis,Nonmigratory,Nonmigratory,2,,,"NM - Bisson, nm-W&M2022",Bisson et al. 2009; Webber & McGuire 2022,,,,,,,,,,,,,
Myotis frater,Fraternal Myotis,Nonmigratory,Nonmigratory,2,,,"NM - Bisson, nm-W&M2022",Bisson et al. 2009; Webber & McGuire 2022,,,,,,,,,,,,,
Myotis gomantongensis,Gomantong Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis goudotii,Malagasy Myotis,Potential Migrant/Nonmigratory,Nonmigratory,FALSE,,,"Some suggestion of possible migration/mig - Moussy et al. 2013/Weyeneth et al. 2010, NM - Bisson",Moussy 2013; Bisson et al 2009,,Short-distance Migrant,49.62012704,44.59233041,-17.98228494,46.46790623,-19.21227602,240246.7017,240.2467017,-55.78338275,0.585708903,0.719992936,0.099131313
Myotis grisescens,Gray Myotis,Migratory,Migratory,1,,,"SD - Bisson, >500km mentioned in Hutson 2001; mig-W&M2022",Bisson et al. 2009; Hutson 2001; Webber & McGuire 2022,,Short-distance Migrant,12.07263087,-86.52501162,35.61169814,-89.31548496,36.53311848,271351.8782,271.3518782,111.3075585,0.344084659,0.586542639,0.503122614
Myotis handleyi,Handley's Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis hasseltii,Lesser Large-footed Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis hayesi,Hayes' Thick-thumbed Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis hermani,Herman's Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis horsfieldii,Horsfield's Myotis,Nonmigratory,Nonmigratory,2,,,NM,Bisson et al. 2009,,Short-distance Migrant,17.95757063,108.1395665,12.13972785,110.7934626,5.49932189,790278.2749,790.2782749,-21.48984311,0.522597363,0.560183244,0.359204744
Myotis hoveli,Hovel's Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis hyrcanicus,Hyrcanian Forest Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis ikonnikovi,Ikonnikov's Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis indochinensis,Indochinese Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis insularum,Insular Myotis,Nonmigratory,Nonmigratory,2,,,NM - Bisson,Bisson et al. 2009,,,,,,,,,,,,,
Myotis izecksohni,Izecksohn&apos;s Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis keaysi,Keays' Myotis,Nonmigratory,Nonmigratory,2,,,NM,Bisson et al. 2009,,Long-distance Migrant,16.14572725,-83.72084451,11.10628994,-76.67363499,4.672313701,1053358.668,1053.358668,-47.08699352,0.481735728,0.631557839,0.51385276
Myotis keenii,Keen's Myotis,Nonmigratory,Nonmigratory,2,,,"NM - Bisson, nm-W&M2022",Bisson et al. 2009; Webber & McGuire 2022; https://animaldiversity.org/accounts/Myotis_keenii/#contributors (provides sources for small-scale movements between hibernacula but no migration),,Short-distance Migrant,14.83468825,-94.42102681,46.82518975,-88.17002023,42.22008182,712871.0109,712.8710109,-42.001784,0.436362373,0.616834222,0.521009006
Myotis laniger,Chinese Water Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis larensis,Lara Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis lavali,LaVal&apos;s Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis leibii,Eastern Small-footed Myotis,Nonmigratory,Nonmigratory,2,,,"NM-bisson; Johnson et al 2017 mentions NM pops, nm-W&M2022",Bisson et al. 2009; Johnson et al. 2017; Webber & McGuire 2022; https://animalia.bio/eastern-small-footed-myotis,,Long-distance Migrant,11.01470159,-99.61522643,39.26462098,-84.90679838,42.23028961,1283279.763,1283.279763,-99.95179872,0.192870038,0.427716515,0.272397237
Myotis levis,Yellowish Myotis,Nonmigratory,Nonmigratory,2,,,"NM - Bisson, nm-W&M2022",Bisson et al. 2009; Webber & McGuire 2022,,Short-distance Migrant,15.97425688,-59.51480585,-27.47642898,-61.62117097,-31.29181286,469712.403,469.712403,26.32783758,0.248137045,0.492454714,0.292590456
Myotis longicaudatus,Long-tailed Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis longipes,Kashmir Cave Myotis,Nonmigratory,Nonmigratory,2,,,"NM - Bisson, nm-W&M2022",Bisson et al. 2009; Webber & McGuire 2022,,,,,,,,,,,,,
Myotis lucifugus,Little Brown Myotis,Migratory,Migratory,1,,,Mig - McGuire/Ratcliffe; SD - Bisson/Burns & Broder; altitudinal mig. suggested in McGuire & Boyle 2013; mig-W&M2022,McGuire & Ratcliffe 2011; Bisson et al 2009; https://en.wikipedia.org/wiki/Little_brown_bat; Burns & Broder 2014; McGuire & Boyle 2013; Davis & Hitchcock 1965; Webber & McGuire 2022,,Short-distance Migrant,26.95559123,-90.78474612,45.72561471,-78.82936634,45.52088556,931778.5863,931.7785863,-84.32684489,0.645350535,0.728704171,0.573519505
Myotis macrodactylus,Big-footed Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis macropus,Gould's Large-footed Myotis,Nonmigratory,Nonmigratory,2,,,NM - both sources,Moussy 2013; Burns & Broder 2014,,Short-distance Migrant,13.57754033,136.9783294,-24.94050785,144.9772633,-25.92763249,811893.6783,811.8936783,-83.99325949,0.180536955,0.42378027,0.213838704
Myotis macrotarsus,Pallid Large-footed Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis martiniquensis,Schwartz's Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis midastactus,Golden Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis moluccarum,Maluku Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis montivagus,Burmese Whiskered Myotis,Nonmigratory,Nonmigratory,2,,,"NM - Bisson, nm-W&M2022",Bisson et al. 2009; Webber & McGuire 2022,,,,,,,,,,,,,
Myotis moratellii,Moratelli's Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis morrisi,Morris' Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis muricola,Nepalese Whiskered Myotis,Nonmigratory,Nonmigratory,2,,,"NM, unknown in Moussy 2013",Moussy 2013; Bisson et al 2009,,Short-distance Migrant,34.89668407,105.6419484,17.67182033,107.7214709,11.23500415,746614.9248,746.6149248,-17.22525598,0.629553044,0.719124411,0.482779525
Myotis myotis,Mouse-eared Myotis,Migratory,Migratory,1,,,"RM in Europe - Fleming 2003; SD - Bisson/Burns & Broder, RM - Hutterer et al. 2005; altitudinal mig. suggested in McGuire & Boyle 2013, mig - Moussy et al 2013, mig-W&M2022","Fleming 2003; McGuire & Ratcliffe 2011; Bisson et al 2009; Burns & Broder 2014; Hutterer et al. 2005; https://www.batmonitoring.org/en/species/myotis-myotis/; McGuire & Boyle 2013, Moussy et al 2013; Webber & McGuire 2022",,Short-distance Migrant,7.18735789,2.734547039,46.32087589,7.09020086,47.90186616,374325.5432,374.3255432,-116.3901075,0.355809158,0.577442755,0.518611015
Myotis mystacinus,Whiskered Myotis,Migratory,Migratory,1,,,"RM in Europe - Fleming 2003; SD - Bisson/Burns & Broder, RM - Hutterer et al. 2005; altitudinal mig. suggested in McGuire & Boyle 2013; mig-W&M2022",Fleming 2003; Bisson et al 2009; https://animalia.bio/whiskered-bat; Burns & Broder 2014; Hutterer et al. 2005; McGuire & Boyle 2013; Webber & McGuire 2022,,Long-distance Migrant,2.154049104,22.27857221,52.14355086,7.342673796,50.48374495,1055649.525,1055.649525,74.15804162,0.37812101,0.599486948,0.577630075
Myotis nattereri,Natterer's Myotis,Migratory/Nonmigratory,Migratory,FALSE,,,"NM in Europe - Fleming 2003, SD in Moussy 2013, NM - Bisson/Burns & Broder; sedentary - Hutterer, sedentery - M&R2011, nm-W&M2022","Fleming 2003; Moussy 2013; Rivers et al. 2005; Bisson et al 2009; https://animalia.bio/natterers-bat?property=76; Burns & Broder 2014; Hutterer et al. 2005; Mordue et al. 2021, McGuire & Ratcliffe 2011; Webber & McGuire 2022",,Short-distance Migrant,4.418326413,21.05583648,51.58857686,7.478244714,49.99660712,972108.8662,972.1088662,74.29719615,0.393429419,0.601733967,0.571339746
Myotis nesopolus,CuraÃ§ao Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis nigricans,Black Myotis,Nonmigratory,Nonmigratory,2,,,"NM - Bisson, nm-W&M2022",Bisson et al. 2009; Webber & McGuire 2022; https://animalia.bio/black-myotis,,Nonmigratory,43.0780863,-63.82557091,-4.527320921,-63.26966989,-4.858965197,71756.1782,71.7561782,-59.28661844,0.706939825,0.782758591,0.531899262
Myotis nimbaensis,Nimba Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis nipalensis,Nepal Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis nyctor,Silky Cave Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis occultus,Arizona Myotis,Potential Migrant,Migratory,3,,,mention of potential altitudinal migration - M&B2013,McGuire & Boyle 2013,,,,,,,,,,,,,
Myotis oxyotus,Montane Myotis,Nonmigratory,Nonmigratory,2,,,NM - Bisson,Bisson et al. 2009; https://animalia.bio/montane-myotis,,Long-distance Migrant,5.606501207,-67.88437522,-10.9601717,-59.18803093,2.880719033,1808502.55,1808.50255,-147.9479351,0.151449941,0.386116715,0.315627307
Myotis pampa,Pampas Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis pequinius,Peking Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis petax,Eastern Water Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis peytoni,Peyton's Whiskered Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis phanluongi,Phan Luong's Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis pilosatibialis,Hairy-legged Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis pilosus,Rickett's Big-footed Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis planiceps,Flat-headed Myotis,Nonmigratory,Nonmigratory,2,,,NM - Bisson,Bisson et al. 2009,,,,,,,,,,,,,
Myotis pruinosus,Frosted Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis punicus,Maghrebian Myotis,Potential Nonmigrant,Nonmigratory,4,,,putative NM - Moussy 2013,Moussy et al 2013,,,,,,,,,,,,,
Myotis ridleyi,Ridley's Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis riparius,Riparian Myotis,Nonmigratory,Nonmigratory,2,,,NM - Bisson,Bisson et al. 2009,,Nonmigratory,48.6518756,-62.0482052,-6.394054237,-61.7431763,-5.801650541,73701.28434,73.70128434,-152.7495274,0.865593181,0.875262844,0.72440747
Myotis rosseti,Thick-thumbed Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis ruber,Red Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis rufoniger,Black-winged Myotis,Potential Migrant,Migratory,3,,,mention of potential altitudinal migration - M&B2013,McGuire & Boyle 2013,,,,,,,,,,,,,
Myotis rufopictus,Red-painted Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis schaubi,Schaub's Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis scotti,Scott's Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis secundus,Taiwan Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis septentrionalis,Northern Myotis,Potential Migrant/Nonmigratory,Nonmigratory,FALSE,,,"NM, unknown in Moussy 2013; altitudinal mig. suggested in McGuire & Boyle 2013; NM - B&B2014; Poissant & Broders 2008 mentions they undergo migration",Moussy 2013; Burns & Broder 2014; McGuire & Boyle 2013; Poissant & Broders 2008,,Short-distance Migrant,6.257265286,-89.3402922,40.98384843,-83.51280846,40.97341462,490365.1423,490.3651423,-87.95304531,0.255430137,0.501174297,0.454275565
Myotis sibiricus,Siberian Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis sicarius,Mandelli's Mouse-eared Myotis,Nonmigratory,Nonmigratory,2,,,NM - Bisson,Bisson et al. 2009,,,,,,,,,,,,,
Myotis siligorensis,Himalayan Whiskered Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis simus,Velvety Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis sodalis,Indiana Myotis,Migratory,Migratory,1,,,over 500km (mentioned in Hutson 2001); SD - Bisson; Roby et al 2019 - multiyear study of mig behavior w/ distances traveled; mig-W&M2022,"Moussy 2013, Kurta 2002; Bisson et al 2009, Hutson 2001; Roby et al 2019; Webber & McGuire 2022",,Short-distance Migrant,13.50697319,-86.44276256,39.05698412,-82.02372685,38.9582382,382883.3816,382.8833816,-86.96917488,0.391063546,0.59106727,0.489805383
Myotis soror ,Reddish Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis sowerbyi,Sowerby's Whiskered Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis stalkeri,Kei Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis thysanodes,Fringed Myotis,Migratory/Nonmigratory,Migratory,FALSE,,,Potential altitudinal mig - McGuire/Boyle; NM - Bisson; mig-W&M2022,McGuire & Boyle 2013; Bisson et al 2009; Webber & McGuire 2022,,Short-distance Migrant,14.4869121,-111.1414821,38.19067564,-107.0630921,34.15698404,578615.6643,578.6156643,-38.15633829,0.508932599,0.608824674,0.496861681
Myotis tricolor,Temminck's Myotis,Potential Migrant/Nonmigratory,Nonmigratory,FALSE,,,NM - Bisson; MacEwan 2011 report mentions possible mig over ridges,Bisson et al. 2009; MacEwan 2011,,,,,,,,,,,,,
Myotis tschuliensis,Chuli Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis velifer,Cave Myotis,Nonmigratory,Nonmigratory,2,,,"NM - Bisson, mig-W&M2022",Bisson et al. 2009; Webber & McGuire 2022,,Short-distance Migrant,22.34296716,-103.054961,30.77158863,-102.8325986,29.08325645,188381.1121,188.3811121,-6.489197492,0.703060274,0.725257106,0.610390977
Myotis vivesi,Fish-eating Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis volans,Long-legged Myotis,Migratory/Nonmigratory,Migratory,FALSE,,,Potential altitudinal mig - McGuire/Boyle; NM - Bisson; mig-W&M2022,McGuire & Boyle 2013; Bisson et al 2009; Webber & McGuire 2022,,Short-distance Migrant,14.87372064,-111.6863522,41.15991359,-115.0209695,41.84402871,288578.643,288.578643,104.1550355,0.42378415,0.581870451,0.466797514
Myotis weberi,Weber's Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis welwitschii,Welwitsch's Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis yanbarensis,Yanbaru Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Myotis yumanensis,Yuma Myotis,Migratory/Nonmigratory,Migratory,FALSE,,,"Potential altitudinal mig - McGuire/Boyle; NM - Bisson, mig-W&M2022",McGuire & Boyle 2013; Bisson et al 2009; https://animalia.bio/yuma-myotis; Webber & McGuire 2022,,Short-distance Migrant,39.44218044,-109.5593206,42.40023336,-109.9269225,36.36601566,670683.1559,670.6831559,2.591107756,0.490362919,0.649230513,0.264546223
