Latin Name,Common Name,Status,Fig_stat,Mig_or_NM,Combo,Choices,Additional migration info,Source,,Mig Status (based on Fleming & Eby 2003),percent overlap ,sum_lon,sum_lat,win_lon,win_lat,distance (m),dist (km),bearing,D,I,rank.corr
Myotis zenatius,Zenati Myotis,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Neoromicia anchietae,Anchieta's Serotine,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Neoromicia bemainty,Dark Madagascar Serotine,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Neoromicia guineensis,Guinean Serotine,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Neoromicia hlandzeni,Lowveld Serotine,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Neoromicia somalica,Somali Serotine,Unknown,Unknown,0,,,,,,Short-distance Migrant,33.2232743,21.43226746,1.60261689,20.77703221,3.422874076,214061.692,214.061692,160.0823294,0.619824479,0.696112819,0.427537199
Neoromicia zuluensis,Zulu Serotine,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Nyctalus aviator,Birdlike Noctule,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Nyctalus azoreum,Azores Noctule,Potential Nonmigrant,Nonmigratory,4,,,putative NM - Moussy 2013,Moussy et al 2013,,,,,,,,,,,,,
Nyctalus furvus,Japanese Noctule,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Nyctalus lasiopterus,Giant Noctule,Migratory/Nonmigratory,Migratory,FALSE,,,"NM - Bisson; batmonitoring.org considers them migratory, DD - Hutterer et al. 2005, LD - Fleming 2003; mig-W&M2022",Fleming 2003; Bisson et al 2009; https://animalia.bio/greater-noctule-bat; https://www.batmonitoring.org/en/species/nyctalus-lasiopterus/; Hutterer et al. 2005; Webber & McGuire 2022,,Short-distance Migrant,5.795246269,15.87400597,45.14371774,5.936128664,46.14341759,782143.3419,782.1433419,94.58380505,0.423587716,0.458143873,0.380828217
Nyctalus leisleri,Leisler's Noctule,Migratory,Migratory,1,,,"LD - Fleming 2003; altitudinal mig. suggested in McGuire & Boyle 2013; mig-Ahlen2009, mig-W&M2022",Fleming 2003; Bisson et al 2009; see Caprio et al 2020; Ahlen et al. 2009; Hutterer et al. 2005; McGuire & Boyle 2013; Webber & McGuire 2022,,Long-distance Migrant,3.255246382,16.59050434,50.05617295,1.692521813,48.98663563,1083395.294,1083.395294,78.06258578,0.197659157,0.441034938,0.408248008
Nyctalus montanus,Mountain Noctule,Nonmigratory,Nonmigratory,2,,,NM - Bisson,Bisson et al. 2009,,,,,,,,,,,,,
Nyctalus noctula,Noctule,Migratory,Migratory,1,,,"LD - Bisson, LD - Hutterer, mig - Moussy, LD - Fleming 2003, LD-B&B2014; mig-Ahlen2009, mig-W&M2022","Fleming 2003; McGuire & Ratcliffe 2011; Bisson et al 2009; Burns & Broder 2014; Ahlen et al. 2009; Hutterer et al. 2005, Moussy et al 2013; Dechmann et al 2017 - migratory timing; O'Mara et al 2019; Petit & Mayer 2000 - pop gen; Webber & McGuire 2022",,Long-distance Migrant,4.474545468,25.22670903,52.05156814,7.985492894,49.72857813,1237215.883,1237.215883,71.35322004,0.341029847,0.549227663,0.510178082
Nyctalus plancyi,Chinese Noctule,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Nycticeinops bellieri,Bellier's Pipistrelle,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Nycticeinops crassulus,Broad-headed Pipistrelle,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Nycticeinops eisentrauti,Eisentraut's Pipistrelle,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Nycticeinops grandidieri,Grandidier's Pipistrelle,Nonmigratory,Nonmigratory,2,,,NM - Bisson,,,,,,,,,,,,,,
Nycticeinops happoldorum,Happolds' Pipistrelle,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Nycticeinops macrocephalus,Big-headed Pipistrelle,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Nycticeinops schlieffenii,Schlieffen's Twilight Bat,Nonmigratory,Nonmigratory,2,,,Annual resident,O'Shea & Vaughan 1980,,Short-distance Migrant,31.78225094,21.66826402,-1.617222968,20.02422315,1.554108323,395542.6439,395.5426439,152.4358134,0.427098692,0.641093986,0.354763864
Nycticeius aenobarbus,Temminck&apos;s Mysterious Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Nycticeius cubanus,Cuban Evening Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Nycticeius humeralis,Evening Bat,Migratory/Nonmigratory,Migratory,FALSE,,,"NM - Bisson, Mig - Watson suggests that fat deposition and tagging/tracking suggests migration; mig-W&M2022",Bisson et al. 2009; https://animalia.bio/evening-bat?property=76; Watson 1972; Webber & McGuire 2022,,Short-distance Migrant,7.974169393,-91.48647138,34.71876258,-91.29458356,31.25725035,384315.3101,384.3153101,-2.622946705,0.326083587,0.552834474,0.496454116
Nyctophilus arnhemensis,Northern Long-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Nyctophilus bifax,Bifax Long-eared Bat,Unknown,Unknown,0,,,,,,Nonmigratory,8.193339992,144.2222266,-23.41027575,144.9159518,-24.04373314,99627.48687,99.62748687,-45.37501004,0.457979929,0.585544618,0.519578988
Nyctophilus corbeni,Corben's Long-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Nyctophilus daedalus,Artful Long-Eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Nyctophilus geoffroyi,Lesser Long-eared Bat,Potential Migrant/Nonmigratory,Nonmigratory,FALSE,,,"Potential altitudinal migration - M&B2013, Nonmigratory",Bisson et al. 2009,,Short-distance Migrant,46.26524551,134.6251978,-26.54215967,135.5023894,-30.20488123,414924.5307,414.9245307,-12.17033736,0.561143313,0.741176291,0.338663492
Nyctophilus gouldi,Gould's Long-eared Bat,Nonmigratory,Nonmigratory,2,,,NM,Bisson et al. 2009,,Short-distance Migrant,4.437433596,148.3144033,-33.94483135,146.0147825,-30.78485738,411836.9693,411.8369693,148.9080245,0.258002252,0.504284559,0.46492186
Nyctophilus heran,Sundan Long-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Nyctophilus holtorum,Holt's Long-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Nyctophilus howensis,Lord Howe Island Long-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Nyctophilus major,Greater Long-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Nyctophilus microdon,Small-toothed Long-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Nyctophilus microtis,New Guinea Long-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Nyctophilus nebulosus,New Caledonian Long-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Nyctophilus sherrini,Tasmanian Long-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Nyctophilus shirleyae,Shirley's Long-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Nyctophilus walkeri,Pygmy Long-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Otonycteris hemprichii,Hemprich's Desert Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Otonycteris leucophaea,Ashen Desert Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Parastrellus hesperus,Canyon Bat,Potential Migrant/Nonmigratory,Nonmigratory,FALSE,,,Potential altitudinal mig - McGuire/Boyle; NM - Bisson,McGuire & Boyle 2013; Bisson et al 2009; https://animalia.bio/canyon-bat,,Short-distance Migrant,18.17101715,-110.9308482,35.44981678,-106.6512448,33.08109005,473611.9949,473.6119949,-55.11880666,0.667532497,0.70081052,0.605655246
Perimyotis subflavus,Tricolored Bat,Migratory,Migratory,1,,,"RM in Europe; altitudinal mig. suggested in McGuire & Boyle 2013; SD - Bisson, Smith et al 2022 shows evidence of both short and long mig movements; mig-W&M2022",Fleming 2019; McGuire & Ratcliffe 2011; McGuire & Boyle 2013; Smith et al 2022; Bisson et al. 2009; Webber & McGuire 2022,,Short-distance Migrant,29.73998543,-87.87464831,35.51583661,-88.63444139,37.03476922,181845.3429,181.8453429,157.7248489,0.714299249,0.796002872,0.682580624
Pharotis imogene,Thomas' Big-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Philetor brachypterus,Rohu's Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Phoniscus aerosus,Dubious Trumpet-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Phoniscus atrox,Groove-toothed Trumpet-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Phoniscus jagorii,Peters' Trumpet-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Phoniscus papuensis,Golden-tipped Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Pipistrellus abramus,Japanese Pipistrelle,Unknown,Unknown,0,,,Unknown - Moussy 2013,Moussy 2013,,Short-distance Migrant,3.808987065,117.7552194,24.8305125,122.3308525,30.88557053,808066.6126,808.0666126,-145.0169797,0.395235151,0.527766463,0.48922777
Pipistrellus adamsi,Adams' Pipistrelle,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Pipistrellus aero,Mt. Gargues Pipistrelle,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Pipistrellus angulatus,Angulate Pipistrelle,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Pipistrellus ceylonicus,Kelaart's Pipistrelle,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Pipistrellus collinus,Greater Papuan Pipistrelle,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Pipistrellus coromandra,Indian Pipistrelle,Nonmigratory,Nonmigratory,2,,,NM - Bisson,Bisson et al. 2009,,,,,,,,,,,,,
Pipistrellus creticus,Crete Pipistrelle,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Pipistrellus dhofarensis,Dhofar Pipistrelle,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Pipistrellus endoi,Endo's Pipistrelle,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Pipistrellus hanaki,Hanak&apos;s Pipistrelle,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Pipistrellus hesperidus,Dusky Pipistrelle,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Pipistrellus inexspectatus,Aellen's Pipistrelle,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Pipistrellus javanicus,Javan Pipistrelle,Nonmigratory,Nonmigratory,2,,,NM,Bisson et al. 2009,,Short-distance Migrant,4.831485994,113.3305686,16.6877357,109.7403603,17.28063381,387920.4461,387.9204461,99.21031321,0.114216283,0.332811003,0.264570629
Pipistrellus kuhlii,Kuhl's Pipistrelle,Nonmigratory,Nonmigratory,2,,,NM in Europe - Fleming 2003; NM - Hutterer,Fleming 2003; McGuire & Ratcliffe 2011; Bisson et al 2009; Hutterer et al. 2005,,Short-distance Migrant,7.315987101,21.81166074,45.43828072,19.79531365,45.341042,158266.5017,158.2665017,85.36732783,0.573067629,0.709232208,0.669641198
Pipistrellus maderensis,Madeiran Pipistrelle,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Pipistrellus minahassae,Minahassa Pipistrelle,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Pipistrellus murrayi,Christmas Island Pipistrelle,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Pipistrellus nanulus,Tiny Pipistrelle,Nonmigratory,Nonmigratory,2,,,NM,Bisson et al. 2009,,Short-distance Migrant,8.356557582,11.69633769,5.545870717,16.37861691,5.566089103,518799.9855,518.7999855,-90.01999534,0.36342317,0.536761425,0.459670221
Pipistrellus nathusii,Nathusius' Pipistrelle,Migratory/Nonmigratory,Migratory,FALSE,,,"LD - Bisson/PM in Europe; altitudinal mig. suggested in McGuire & Boyle 2013, up to 1800km movements mentioned in Hutson 2001; mig - Ahlen2009; Vasenkov2022 recorded 2486km migration; Sachanowicz2018 mentions some sedentary pops; mig-W&M2022","Fleming 2019/2003; Bisson et al 2009; Ahlen et al. 2009; Hutterer et al. 2005; McGuire & Boyle 2013, Hutson 2001; Kruger et al 2014 - diet during migration; Vasenkov et al 2022; Voigt et al 2012; Jarzembowski et al 2004 - pop gen study; Sachanowicz et al 2018; Blomberg et al 2021; Webber & McGuire 2022",,Short-distance Migrant,14.94753484,22.3258022,52.21908197,9.477399992,49.06943979,972359.0968,972.3590968,64.02244554,0.440532339,0.577967188,0.436512824
Pipistrellus papuanus,Lesser Papuan Pipistrelle,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Pipistrellus paterculus,Mount Popa Pipistrelle,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Pipistrellus permixtus,Dar-es-Salaam Pipistrelle,Nonmigratory,Nonmigratory,2,,,NM - Bisson,Bisson et al. 2009,,,,,,,,,,,,,
Pipistrellus pipistrellus,Common Pipistrelle,Migratory,Migratory,1,,,"LD - Bisson, RM - Hutterer et al. 2005; altitudinal mig. suggested in McGuire & Boyle 2013, mig - Moussy, LD-B&B2014; mig - Ahlen2009, mig-W&M2022","Fleming 2003; Bisson et al 2009; Burns & Broder 2014; Ahlen et al. 2009; Hutterer et al. 2005; McGuire & Boyle 2013, Moussy et al 2013; Bryja et al 2008; Webber & McGuire 2022",,Short-distance Migrant,13.87415293,12.36155439,50.47368794,5.303160054,49.17502955,527803.4972,527.8034972,71.44571876,0.552811338,0.688574077,0.608521693
Pipistrellus pygmaeus,Soprano Pipistrelle,Migratory,Migratory,1,,,"SD - Burns & Broder 2014; partial migrant - Ahlen 2009, putative migratory - Moussy 2013; DD - Hutterer",Moussy 2013; Burns & Broder 2014; Ahlen et al. 2009; Hutterer et al. 2005; Bryja et al 2008,,Short-distance Migrant,15.81782709,15.72553879,52.56353927,5.384362241,51.27967349,724977.6935,724.9776935,74.6023996,0.436845595,0.643039569,0.5385571
Pipistrellus raceyi,Racey&apos;s Pipistelle,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Pipistrellus rusticus,Rusty Pipistrelle,Nonmigratory,Nonmigratory,2,,,NM - Bisson,Bisson et al. 2009,,,,,,,,,,,,,
Pipistrellus simandouensis,Simandou Serotine,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Pipistrellus stenopterus,Narrow-winged Pipistrelle,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Pipistrellus sturdeei,Sturdee's Pipistrelle,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Pipistrellus tenuis,Least Pipistrelle,Nonmigratory,Nonmigratory,2,,,NM; Mohan et al 2022 also suggests NM,Bisson et al. 2009; Mohan et al 2022; https://animalia.bio/least-pipistrelle,,Short-distance Migrant,24.98245062,98.94588142,19.01659642,101.8094849,13.40892848,691907.9659,691.9079659,-25.87487746,0.545593988,0.606149578,0.346606253
Pipistrellus wattsi,Watts' Pipistrelle,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Pipistrellus westralis,Koopman's Pipistrelle,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Plecotus auritus,Brown Long-eared Bat,Potential Migrant/Nonmigratory,Nonmigratory,FALSE,,,"NM - Fleming 2003, resident - Ahlen 2009; altitudinal mig. suggested in McGuire & Boyle 2013, Hutson 2001 also mentions movements of ~60km (from Lehmann 1992), sedentery - M&R2011, NM-B&B2014",Fleming 2003; Moussy 2013; McGuire & Ratcliffe 2011; Bisson et al 2009; https://animalia.bio/brown-long-eared-bat; Burns & Broder 2014; Ahlen et al. 2009; McGuire & Boyle 2013; Hutterer et al. 2005,,Long-distance Migrant,6.034251622,23.36502711,52.68195728,8.76590391,51.56879054,1005709.432,1005.709432,77.20205326,0.441851808,0.646011651,0.611942775
Plecotus austriacus,Gray Long-eared Bat,Nonmigratory,Nonmigratory,2,,,"NM - Fleming 2003, NM - Hutterer",Fleming 2003; Moussy 2013; Bisson et al 2009; https://animalia.bio/grey-long-eared-bat; Hutterer et al. 2005,,Short-distance Migrant,20.17742448,13.42448321,46.3858922,10.97639432,47.58841376,229231.7978,229.2317978,124.7719459,0.749414918,0.750807107,0.653232418
Plecotus balensis,Bale Long-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Plecotus christii,Christie's Long-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Plecotus gaisleri,Gaisler's Long-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Plecotus gobiensis,Gobi Long-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Plecotus homochrous,Himalayan Long-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Plecotus kolombatovici,Kolombatovic's Long-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Plecotus kozlovi,Kozlov's Long-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Plecotus macrobullaris,Mountain Long-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Plecotus ognevi,Ognev&apos;s Long-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Plecotus sacrimontis,Japanese Long-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Plecotus sardus,Sardinian Long-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Plecotus strelkovi,Strelkov&apos;s Long-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Plecotus taivanus,Taiwan Long-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Plecotus teneriffae,Canary Long-eared Bat,Nonmigratory,Nonmigratory,2,,,NM - Hutterer,Hutterer et al. 2005,,,,,,,,,,,,,
Plecotus turkmenicus,Turkmenistan Long-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Plecotus wardi,Ward's Long-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Pseudoromicia brunnea,Dark-brown Serotine,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Pseudoromicia isabella,Isabelline White-winged Serotine,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Pseudoromicia kityoi,Kityo's Serotine,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Pseudoromicia mbamminkom,Mbam Minkom Serotine,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Pseudoromicia nyanza,Nyanza Serotine,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Pseudoromicia principis,PrÃ­ncipeâs Pipistrelle,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Pseudoromicia rendalli,Rendall's Serotine,Unknown,Unknown,0,,,,,,Long-distance Migrant,10.38460035,23.5887456,-2.282813796,17.22852192,5.49937481,1113840.134,1113.840134,140.4244257,0.266087382,0.296413356,-0.079172633
Pseudoromicia roseveari,Rosevear's Serotine,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Pseudoromicia tenuipinnis,White-winged Serotine,Unknown,Unknown,0,,,,,,Short-distance Migrant,24.59665854,16.08633015,3.9823066,19.37115889,3.074494331,378526.459,378.526459,-74.52451496,0.603464832,0.622026742,0.378441728
Rhogeessa aenea,Yucatan Yellow Bat,Unknown,Unknown,0,,,NM,https://animalia.bio/yucatan-yellow-bat,,Nonmigratory,12.06023791,-88.79589788,19.76398451,-89.12588708,19.48661553,46269.40809,46.26940809,48.36927528,0.638697558,0.748655565,0.700861065
Rhogeessa bickhami,Bickham&apos;s Yellow Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Rhogeessa genowaysi,Genoways' Yellow Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Rhogeessa hussoni,Husson's Yellow Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Rhogeessa io,Thomas' Yellow Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Rhogeessa menchuae,Menchu&apos;s Little Yellow Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Rhogeessa minutilla,Tiny Yellow Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Rhogeessa mira,Least Yellow Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Rhogeessa parvula,Little Yellow Bat,Nonmigratory,Nonmigratory,2,,,NM,Bisson et al. 2009,,Short-distance Migrant,3.197093937,-93.9139643,22.30279035,-96.4242409,19.0484049,445198.0423,445.1980423,35.54156053,0.322509053,0.360863868,0.300996337
Rhogeessa permutandis,Nicaraguan Little Yellow Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Rhogeessa tumida,Black-winged Little Yellow Bat,Nonmigratory,Nonmigratory,2,,,NM,Bisson et al. 2009,,Short-distance Migrant,9.811784325,-76.15709717,11.61225042,-78.09278874,11.62293755,211097.3152,211.0973152,90.12592088,0.362083666,0.555046963,0.469855995
Rhogeessa velilla,Ecuadoran Little Yellow Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Rhyneptesicus nasutus,Sind Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Scoteanax rueppellii,R&uuml;ppell's Broad-nosed Bat,Unknown,Unknown,0,,,NM,https://animalia.bio/rppells-broad-nosed-bat,,Nonmigratory,4.753532383,150.7584934,-32.1636873,150.3512893,-32.19619497,38571.4505,38.5714505,84.74594016,0.440503145,0.641553364,0.615265254
Scotoecus albigula,White-throated Lesser House Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Scotoecus albofuscus,Light-winged Lesser House Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Scotoecus hindei,Hinde's Lesser House Bat,Potential Migrant,Migratory,3,,,PM? - O'Shea & Vaughan,O'Shea & Vaughan 1980,,Short-distance Migrant,20.08399635,31.07936584,-3.337196092,33.62322348,-3.317172732,282715.3834,282.7153834,-90.52248585,0.351120484,0.553311069,0.333329766
Scotoecus hirundo,Dark-winged Lesser House Bat,Nonmigratory,Nonmigratory,2,,,NM,Bisson et al. 2009,,Short-distance Migrant,8.195810132,20.62947938,1.936411882,29.3107842,3.190916687,975331.7313,975.3317313,-97.96633277,0.089769442,0.299332589,0.098566579
Scotoecus pallidus,Desert Yellow Lesser House Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Scotomanes ornatus,Harlequin Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Scotophilus altilis,Lesser Brown Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Scotophilus andrewreborii,Andrew Rebori's House Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Scotophilus borbonicus,R&eacute;union House Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Scotophilus colias,Eritrean House Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Scotophilus collinus,Sody's Yellow House Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Scotophilus dinganii,Yellow-bellied House Bat,Nonmigratory,Nonmigratory,2,,,NM,McGuire & Ratcliffe 2011; Bisson et al 2009,,Short-distance Migrant,9.890760147,26.74626797,-3.483038457,25.70913728,-6.645092073,368092.2507,368.0922507,18.25425072,0.233686906,0.455216477,0.333858812
Scotophilus ejetai,Ejeta's House Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Scotophilus heathii,Greater Asiatic Yellow House Bat,Nonmigratory,Nonmigratory,2,,,NM; Mohan et al 2022 also suggests NM,Bisson et al. 2009; Mohan et al 2022,,Nonmigratory,13.85868138,88.90475955,22.87337855,88.7661301,22.80767615,15981.63557,15.98163557,62.89063033,0.475271063,0.542728997,0.393403763
Scotophilus kuhlii,Lesser Asiatic Yellow House Bat,Nonmigratory,Nonmigratory,2,,,"NM, unknown in Moussy 2013",Moussy 2013; Bisson et al 2009,,Short-distance Migrant,10.01193212,99.47546753,19.54336395,97.03410523,16.72960688,404620.5541,404.6205541,39.30476058,0.513907997,0.595771419,0.517988699
Scotophilus leucogaster,White-bellied House Bat,Nonmigratory,Nonmigratory,2,,,NM,Bisson et al. 2009,,Short-distance Migrant,24.84572246,32.48249392,2.403049886,26.57868575,-3.387534412,917335.7986,917.3357986,45.8088207,0.359722599,0.5564777,0.231941323
Scotophilus livingstonii,Livingstone's House Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Scotophilus marovaza,Marovaza House Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Scotophilus nigrita,Giant House Bat,Migratory/Nonmigratory,Migratory,FALSE,,,"PM? - O'Shea & Vaughan; NM - Bisson, mig - M&R2011",McGuire & Ratcliffe 2011; O'Shea & Vaughan 1980; Bisson et al 2009,,Nonmigratory,71.90014247,20.4017506,2.091206445,20.11018265,1.482069915,74760.98662,74.76098662,25.71322581,0.738417174,0.847787052,-0.072497054
Scotophilus nigritellus,Western Green House Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Scotophilus nucella,Robbins' House Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Scotophilus nux,Nut-colored House Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Scotophilus robustus,Robust House Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Scotophilus tandrefana,Western House Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Scotophilus trujilloi,Trujillo's House Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Scotophilus viridis,Green House Bat,Nonmigratory,Nonmigratory,2,,,NM,Bisson et al. 2009,,Long-distance Migrant,14.55341899,12.31077223,5.095157512,21.29067311,-1.257950291,1220923.874,1220.923874,-54.80543657,0.154511501,0.374908784,-0.023455383
